Bus_ID,From,To,Distance_km,Traffic_Density,Is_Peak_Hour,Weather,Stops,Speed,Actual_Travel_Time,Is_Late,Is_Fastest_Route
SRT-B-0751,Udhna,Adajan,24.98,1,0,Rainy,9,24.68,60.73,0,0
SRT-B-0752,Piplod,Rander,18.58,5,1,Cloudy,3,30.59,36.44,1,0
SRT-B-0753,Katargam,Chikuwadi,13.05,5,0,Sunny,1,24.88,31.47,0,0
SRT-B-0754,Adajan,Piplod,18.05,9,0,Foggy,8,23.55,45.99,1,0
SRT-B-0755,Godadara,Pandesara,15.85,7,1,Cloudy,3,37.85,25.12,1,0
SRT-B-0756,Varachha,Godadara,11.9,4,0,Foggy,1,20.87,34.22,0,0
SRT-B-0757,Godadara,Vesu,22.49,2,0,Rainy,6,59.59,22.65,0,1
SRT-B-0758,Udhna,Varachha,26.55,5,0,Foggy,4,46.24,34.45,0,1
SRT-B-0759,Vesu,Adajan,49.98,5,0,Foggy,1,45.55,65.84,0,1
SRT-B-0760,Vesu,Chikuwadi,7.38,4,1,Cloudy,8,32.78,13.51,1,0
SRT-B-0761,Vesu,Katargam,39.16,6,1,Cloudy,4,22.64,103.77,1,0
SRT-B-0762,Varachha,Godadara,26.09,9,1,Sunny,9,14.39,108.82,1,0
SRT-B-0763,Adajan,Pandesara,22.46,3,0,Sunny,7,39.05,34.51,0,0
SRT-B-0764,Udhna,Pandesara,41.75,3,1,Sunny,7,18.34,136.61,1,0
SRT-B-0765,Katargam,Piplod,9.41,7,0,Rainy,1,49.72,11.36,0,1
SRT-B-0766,Godadara,Katargam,5.21,5,0,Rainy,2,32.91,9.5,0,0
SRT-B-0767,Godadara,Piplod,19.51,4,0,Sunny,4,29.03,40.32,0,0
SRT-B-0768,Katargam,Pandesara,11.55,5,1,Rainy,7,38.32,18.09,1,0
SRT-B-0769,Piplod,Katargam,49.63,8,0,Rainy,6,24.2,123.06,1,0
SRT-B-0770,Katargam,Adajan,9.64,8,0,Cloudy,9,25.6,22.6,1,0
SRT-B-0771,Katargam,Pandesara,19.86,6,1,Sunny,7,32.67,36.47,1,0
SRT-B-0772,Godadara,Katargam,40.47,2,0,Sunny,2,22.39,108.45,0,0
SRT-B-0773,Piplod,Chikuwadi,5.43,6,1,Cloudy,2,36.91,8.83,1,0
SRT-B-0774,Pandesara,Udhna,17.35,1,1,Rainy,8,22.4,46.48,1,0
SRT-B-0775,Pandesara,Varachha,21.81,5,1,Rainy,6,37.4,34.99,1,0
SRT-B-0776,Katargam,Vesu,24.82,2,0,Rainy,4,20.57,72.4,0,0
SRT-B-0777,Varachha,Adajan,24.91,7,0,Foggy,4,41.68,35.86,0,1
SRT-B-0778,Katargam,Piplod,12.9,3,1,Cloudy,1,30.89,25.06,1,0
SRT-B-0779,Chikuwadi,Pandesara,35.67,7,0,Sunny,3,39.62,54.02,0,0
SRT-B-0780,Varachha,Katargam,11.29,2,1,Sunny,8,22.14,30.6,1,0
SRT-B-0781,Chikuwadi,Adajan,14.14,2,0,Foggy,4,46.13,18.39,0,1
SRT-B-0782,Piplod,Udhna,15.77,1,0,Rainy,2,53.73,17.61,0,1
SRT-B-0783,Pandesara,Rander,35.17,4,0,Foggy,1,21.81,96.76,0,0
SRT-B-0784,Udhna,Chikuwadi,29.04,3,1,Cloudy,4,15.74,110.72,1,0
SRT-B-0785,Varachha,Rander,40.74,4,0,Cloudy,6,26.17,93.41,0,0
SRT-B-0786,Udhna,Katargam,18.86,8,1,Sunny,9,11.66,97.03,1,0
SRT-B-0787,Katargam,Varachha,46.92,7,0,Sunny,8,38.99,72.2,0,0
SRT-B-0788,Godadara,Udhna,26.09,3,1,Cloudy,3,23.81,65.75,1,0
SRT-B-0789,Katargam,Godadara,36.61,4,1,Cloudy,2,41.55,52.87,1,1
SRT-B-0790,Chikuwadi,Varachha,14.02,6,1,Cloudy,8,37.72,22.3,1,0
SRT-B-0791,Varachha,Piplod,27.77,8,0,Foggy,7,27.52,60.54,1,0
SRT-B-0792,Pandesara,Rander,26.82,5,0,Rainy,7,20.92,76.91,0,0
SRT-B-0793,Adajan,Pandesara,23.14,8,0,Rainy,8,30.29,45.83,1,0
SRT-B-0794,Vesu,Varachha,43.22,1,0,Rainy,6,56.39,45.99,0,1
SRT-B-0795,Katargam,Udhna,9.66,7,0,Rainy,1,46.76,12.4,0,1
SRT-B-0796,Varachha,Godadara,16.31,1,1,Sunny,2,17.4,56.23,1,0
SRT-B-0797,Chikuwadi,Varachha,21.39,8,1,Foggy,7,15.27,84.05,1,0
SRT-B-0798,Chikuwadi,Katargam,24.52,8,0,Sunny,5,34.88,42.18,1,0
SRT-B-0799,Varachha,Rander,18.57,9,0,Rainy,9,18.11,61.53,1,0
SRT-B-0800,Vesu,Chikuwadi,44.98,8,1,Rainy,5,10.9,247.67,1,0
SRT-B-0801,Adajan,Rander,9.49,6,1,Cloudy,3,29.68,19.18,1,0
SRT-B-0802,Godadara,Adajan,42.94,6,0,Foggy,7,57.95,44.46,0,1
SRT-B-0803,Godadara,Varachha,25.25,9,1,Foggy,2,23.73,63.83,1,0
SRT-B-0804,Udhna,Varachha,10.37,2,1,Foggy,9,35.25,17.65,1,0
SRT-B-0805,Chikuwadi,Vesu,47.56,2,1,Sunny,9,14.19,201.05,1,0
SRT-B-0806,Piplod,Vesu,21.37,8,0,Rainy,8,35.8,35.81,1,0
SRT-B-0807,Vesu,Katargam,14.75,6,0,Cloudy,1,30.29,29.22,0,0
SRT-B-0808,Vesu,Godadara,47.16,2,1,Cloudy,1,23.62,119.81,1,0
SRT-B-0809,Adajan,Godadara,16.04,9,1,Sunny,6,15.63,61.59,1,0
SRT-B-0810,Katargam,Katargam,40.94,7,0,Foggy,4,24.27,101.22,0,0
SRT-B-0811,Pandesara,Rander,29.94,1,1,Cloudy,8,31.9,56.31,1,0
SRT-B-0812,Varachha,Pandesara,49.16,4,1,Foggy,6,20.6,143.22,1,0
SRT-B-0813,Varachha,Varachha,29.71,7,1,Foggy,5,36.78,48.47,1,0
SRT-B-0814,Piplod,Rander,3.55,5,1,Rainy,8,35.75,5.96,1,0
SRT-B-0815,Piplod,Vesu,18.24,1,1,Sunny,7,23.97,45.65,1,0
SRT-B-0816,Rander,Katargam,17.02,7,0,Rainy,1,33.56,30.43,0,0
SRT-B-0817,Varachha,Vesu,18.02,6,0,Sunny,3,55.02,19.65,0,1
SRT-B-0818,Katargam,Pandesara,24.62,9,1,Foggy,8,12.46,118.53,1,0
SRT-B-0819,Rander,Pandesara,12.61,5,0,Cloudy,8,24.18,31.29,0,0
SRT-B-0820,Pandesara,Katargam,41.35,7,0,Sunny,5,53.51,46.36,0,1
SRT-B-0821,Adajan,Godadara,33.67,8,1,Rainy,9,13.2,153.01,1,0
SRT-B-0822,Adajan,Varachha,26.55,9,0,Rainy,3,33.0,48.27,1,0
SRT-B-0823,Varachha,Katargam,22.81,9,1,Rainy,1,14.57,93.91,1,0
SRT-B-0824,Katargam,Piplod,44.39,4,0,Rainy,3,39.46,67.5,0,0
SRT-B-0825,Pandesara,Udhna,31.43,4,1,Foggy,4,38.01,49.62,1,0
SRT-B-0826,Adajan,Udhna,2.59,7,0,Sunny,6,28.16,5.52,0,0
SRT-B-0827,Rander,Godadara,43.46,7,1,Sunny,5,38.06,68.52,1,0
SRT-B-0828,Godadara,Vesu,26.12,8,0,Foggy,9,31.08,50.42,1,0
SRT-B-0829,Adajan,Godadara,28.07,5,0,Cloudy,3,52.97,31.79,0,1
SRT-B-0830,Rander,Pandesara,35.23,5,0,Cloudy,1,23.21,91.06,0,0
SRT-B-0831,Godadara,Varachha,43.97,8,0,Foggy,5,29.14,90.54,1,0
SRT-B-0832,Piplod,Katargam,28.53,5,1,Sunny,9,40.26,42.52,1,1
SRT-B-0833,Pandesara,Pandesara,38.64,2,1,Cloudy,5,15.54,149.22,1,0
SRT-B-0834,Chikuwadi,Rander,4.19,6,1,Sunny,1,38.4,6.55,1,0
SRT-B-0835,Rander,Godadara,46.95,5,0,Cloudy,3,57.29,49.17,0,1
SRT-B-0836,Rander,Udhna,29.47,3,1,Rainy,6,38.89,45.46,1,0
SRT-B-0837,Pandesara,Pandesara,30.14,8,0,Rainy,6,29.03,62.29,1,0
SRT-B-0838,Varachha,Piplod,5.87,5,0,Foggy,5,47.94,7.35,0,1
SRT-B-0839,Piplod,Piplod,43.67,3,0,Foggy,1,56.89,46.05,0,1
SRT-B-0840,Godadara,Rander,26.28,8,0,Rainy,2,31.96,49.33,1,0
SRT-B-0841,Vesu,Rander,18.99,2,0,Foggy,1,54.3,20.98,0,1
SRT-B-0842,Rander,Vesu,46.16,2,1,Foggy,1,21.27,130.22,1,0
SRT-B-0843,Varachha,Rander,32.49,9,1,Sunny,2,24.07,80.98,1,0
SRT-B-0844,Godadara,Adajan,19.72,7,1,Cloudy,7,27.95,42.34,1,0
SRT-B-0845,Varachha,Varachha,19.76,2,1,Rainy,4,37.79,31.37,1,0
SRT-B-0846,Rander,Udhna,22.26,9,1,Sunny,7,10.27,130.0,1,0
SRT-B-0847,Adajan,Vesu,36.65,9,0,Cloudy,7,35.93,61.2,1,0
SRT-B-0848,Pandesara,Katargam,21.94,5,1,Rainy,2,32.96,39.94,1,0
SRT-B-0849,Udhna,Udhna,34.05,4,1,Cloudy,6,34.48,59.25,1,0
SRT-B-0850,Varachha,Vesu,35.9,6,0,Cloudy,2,46.54,46.28,0,1
SRT-B-0851,Godadara,Udhna,18.94,5,0,Rainy,5,30.51,37.25,0,0
SRT-B-0852,Katargam,Godadara,37.6,5,1,Cloudy,9,35.76,63.09,1,0
SRT-B-0853,Piplod,Katargam,45.84,9,1,Sunny,1,10.71,256.73,1,0
SRT-B-0854,Vesu,Pandesara,28.06,5,1,Sunny,2,30.01,56.1,1,0
SRT-B-0855,Piplod,Chikuwadi,27.24,1,0,Sunny,2,59.66,27.4,0,1
SRT-B-0856,Godadara,Godadara,9.7,2,1,Cloudy,6,29.29,19.87,1,0
SRT-B-0857,Chikuwadi,Adajan,3.69,8,0,Cloudy,6,14.67,15.09,1,0
SRT-B-0858,Varachha,Godadara,20.95,3,1,Cloudy,6,39.2,32.07,1,0
SRT-B-0859,Pandesara,Rander,34.9,7,0,Cloudy,2,25.9,80.85,0,0
SRT-B-0860,Udhna,Vesu,36.57,6,1,Cloudy,1,25.2,87.06,1,0
SRT-B-0861,Chikuwadi,Piplod,10.52,6,0,Cloudy,7,56.22,11.23,0,1
SRT-B-0862,Pandesara,Vesu,37.7,1,1,Rainy,3,22.5,100.52,1,0
SRT-B-0863,Rander,Rander,39.06,2,0,Rainy,9,47.41,49.43,0,1
SRT-B-0864,Rander,Godadara,25.16,5,1,Foggy,8,27.88,54.14,1,0
SRT-B-0865,Godadara,Pandesara,37.06,9,0,Cloudy,8,29.28,75.96,1,0
SRT-B-0866,Adajan,Udhna,13.08,7,0,Foggy,6,57.26,13.71,0,1
SRT-B-0867,Chikuwadi,Piplod,46.82,5,0,Sunny,9,34.77,80.8,0,0
SRT-B-0868,Rander,Rander,13.73,7,0,Foggy,4,56.27,14.64,0,1
SRT-B-0869,Katargam,Godadara,30.83,6,1,Rainy,8,24.61,75.17,1,0
SRT-B-0870,Chikuwadi,Rander,37.85,6,0,Foggy,5,48.7,46.63,0,1
SRT-B-0871,Rander,Katargam,48.29,1,1,Sunny,9,38.97,74.34,1,0
SRT-B-0872,Godadara,Godadara,3.6,5,1,Sunny,1,39.22,5.51,1,0
SRT-B-0873,Varachha,Rander,25.8,3,1,Cloudy,6,23.85,64.91,1,0
SRT-B-0874,Varachha,Katargam,28.45,7,1,Cloudy,3,14.78,115.52,1,0
SRT-B-0875,Rander,Godadara,37.36,8,1,Cloudy,7,9.16,244.73,1,0
SRT-B-0876,Udhna,Udhna,34.13,9,0,Cloudy,5,14.85,137.94,1,0
SRT-B-0877,Godadara,Katargam,23.41,1,0,Sunny,2,43.74,32.11,0,1
SRT-B-0878,Udhna,Udhna,37.25,4,1,Rainy,7,14.78,151.2,1,0
SRT-B-0879,Udhna,Udhna,37.46,1,0,Cloudy,6,46.52,48.31,0,1
SRT-B-0880,Pandesara,Vesu,7.71,3,1,Cloudy,2,16.68,27.73,1,0
SRT-B-0881,Katargam,Godadara,11.54,4,0,Sunny,3,53.49,12.94,0,1
SRT-B-0882,Piplod,Vesu,33.75,2,0,Sunny,3,52.21,38.78,0,1
SRT-B-0883,Godadara,Pandesara,15.52,5,0,Cloudy,8,21.99,42.34,0,0
SRT-B-0884,Pandesara,Godadara,25.32,1,1,Cloudy,1,21.02,72.27,1,0
SRT-B-0885,Piplod,Varachha,6.73,2,0,Rainy,5,43.61,9.26,0,1
SRT-B-0886,Vesu,Chikuwadi,20.04,4,0,Cloudy,5,22.07,54.48,0,0
SRT-B-0887,Piplod,Godadara,41.83,2,1,Cloudy,8,41.34,60.71,1,1
SRT-B-0888,Rander,Varachha,42.92,2,1,Sunny,7,40.73,63.22,1,1
SRT-B-0889,Adajan,Katargam,32.01,6,1,Foggy,7,15.3,125.54,1,0
SRT-B-0890,Rander,Varachha,49.13,8,0,Foggy,3,18.09,162.97,1,0
SRT-B-0891,Katargam,Varachha,4.8,7,0,Sunny,3,53.4,5.39,0,1
SRT-B-0892,Udhna,Godadara,23.08,3,0,Foggy,8,20.07,68.99,0,0
SRT-B-0893,Rander,Rander,8.53,9,0,Rainy,6,33.95,15.08,1,0
SRT-B-0894,Adajan,Piplod,21.35,1,1,Foggy,7,32.49,39.43,1,0
SRT-B-0895,Chikuwadi,Piplod,41.38,7,1,Foggy,7,39.61,62.68,1,0
SRT-B-0896,Udhna,Godadara,22.08,6,1,Cloudy,5,32.08,41.3,1,0
SRT-B-0897,Godadara,Chikuwadi,35.13,1,1,Sunny,6,38.28,55.06,1,0
SRT-B-0898,Adajan,Pandesara,45.93,8,1,Sunny,5,22.19,124.22,1,0
SRT-B-0899,Chikuwadi,Chikuwadi,34.87,8,1,Foggy,7,17.7,118.23,1,0
SRT-B-0900,Piplod,Udhna,46.53,7,1,Foggy,5,32.19,86.73,1,0
SRT-B-0901,Chikuwadi,Katargam,20.37,4,0,Cloudy,1,54.43,22.46,0,1
SRT-B-0902,Vesu,Katargam,24.67,7,0,Sunny,9,54.75,27.03,0,1
SRT-B-0903,Piplod,Udhna,17.07,1,1,Cloudy,5,41.78,24.52,1,1
SRT-B-0904,Katargam,Piplod,18.92,2,0,Cloudy,4,58.97,19.25,0,1
SRT-B-0905,Godadara,Katargam,40.55,1,0,Sunny,8,30.22,80.51,0,0
SRT-B-0906,Pandesara,Vesu,28.41,6,0,Foggy,8,28.88,59.02,0,0
SRT-B-0907,Rander,Udhna,42.37,6,0,Sunny,5,36.12,70.38,0,0
SRT-B-0908,Chikuwadi,Varachha,16.16,1,1,Foggy,3,28.92,33.53,1,0
SRT-B-0909,Pandesara,Pandesara,22.94,5,0,Rainy,4,37.99,36.23,0,0
SRT-B-0910,Adajan,Pandesara,43.29,1,0,Foggy,3,32.75,79.3,0,0
SRT-B-0911,Godadara,Udhna,42.54,8,1,Cloudy,3,13.12,194.48,1,0
SRT-B-0912,Chikuwadi,Varachha,26.27,4,1,Sunny,1,24.17,65.22,1,0
SRT-B-0913,Chikuwadi,Rander,15.08,3,1,Rainy,7,20.7,43.71,1,0
SRT-B-0914,Katargam,Piplod,8.94,4,0,Cloudy,6,49.84,10.76,0,1
SRT-B-0915,Rander,Varachha,46.61,9,0,Cloudy,3,28.62,97.71,1,0
SRT-B-0916,Vesu,Udhna,7.44,2,0,Cloudy,2,47.0,9.5,0,1
SRT-B-0917,Rander,Adajan,32.14,5,0,Foggy,9,25.37,76.03,0,0
SRT-B-0918,Chikuwadi,Godadara,47.13,6,0,Sunny,3,49.03,57.67,0,1
SRT-B-0919,Katargam,Udhna,32.06,4,1,Sunny,4,17.52,109.83,1,0
SRT-B-0920,Rander,Varachha,9.29,7,1,Cloudy,1,40.65,13.71,1,1
SRT-B-0921,Udhna,Godadara,5.76,4,0,Rainy,5,24.76,13.96,0,0
SRT-B-0922,Udhna,Udhna,29.39,2,0,Rainy,1,22.48,78.44,0,0
SRT-B-0923,Pandesara,Vesu,16.67,3,1,Cloudy,9,27.64,36.18,1,0
SRT-B-0924,Katargam,Chikuwadi,26.26,9,1,Foggy,3,15.41,102.23,1,0
SRT-B-0925,Udhna,Piplod,8.15,9,0,Cloudy,9,33.49,14.6,1,0
SRT-B-0926,Godadara,Piplod,36.87,4,1,Foggy,4,33.54,65.96,1,0
SRT-B-0927,Chikuwadi,Katargam,19.11,4,1,Rainy,5,27.22,42.12,1,0
SRT-B-0928,Udhna,Chikuwadi,22.97,1,1,Cloudy,2,20.1,68.55,1,0
SRT-B-0929,Piplod,Vesu,38.22,4,0,Cloudy,7,40.8,56.2,0,1
SRT-B-0930,Katargam,Chikuwadi,12.12,4,1,Foggy,3,19.29,37.7,1,0
SRT-B-0931,Adajan,Pandesara,31.23,9,0,Cloudy,9,34.29,54.65,1,0
SRT-B-0932,Rander,Pandesara,21.25,1,1,Foggy,9,40.45,31.52,1,1
SRT-B-0933,Pandesara,Katargam,25.13,3,1,Cloudy,7,41.9,35.99,1,1
SRT-B-0934,Udhna,Varachha,4.79,7,0,Rainy,3,54.8,5.24,0,1
SRT-B-0935,Chikuwadi,Udhna,18.12,8,0,Cloudy,8,24.97,43.54,1,0
SRT-B-0936,Adajan,Piplod,15.83,8,0,Foggy,5,34.39,27.62,1,0
SRT-B-0937,Adajan,Katargam,48.23,4,1,Cloudy,2,29.55,97.94,1,0
SRT-B-0938,Vesu,Katargam,25.82,4,1,Rainy,8,38.13,40.63,1,0
SRT-B-0939,Rander,Adajan,37.37,5,0,Rainy,5,53.11,42.22,0,1
SRT-B-0940,Chikuwadi,Rander,36.79,1,1,Rainy,6,30.25,72.98,1,0
SRT-B-0941,Vesu,Udhna,28.59,3,1,Rainy,8,41.02,41.82,1,1
SRT-B-0942,Udhna,Pandesara,6.57,4,0,Foggy,8,20.25,19.47,0,0
SRT-B-0943,Vesu,Varachha,26.67,3,0,Sunny,7,39.25,40.77,0,0
SRT-B-0944,Chikuwadi,Chikuwadi,8.84,6,1,Cloudy,9,15.87,33.42,1,0
SRT-B-0945,Godadara,Varachha,32.71,7,1,Foggy,3,29.3,66.98,1,0
SRT-B-0946,Adajan,Godadara,3.35,7,1,Rainy,5,36.41,5.52,1,0
SRT-B-0947,Chikuwadi,Vesu,15.66,2,1,Foggy,1,20.62,45.57,1,0
SRT-B-0948,Adajan,Piplod,41.98,1,1,Rainy,1,22.88,110.08,1,0
SRT-B-0949,Varachha,Adajan,38.79,2,0,Rainy,9,28.15,82.67,0,0
SRT-B-0950,Varachha,Katargam,3.33,4,0,Sunny,8,43.73,4.57,0,1
SRT-B-0951,Vesu,Vesu,41.43,2,1,Sunny,3,37.64,66.04,1,0
SRT-B-0952,Vesu,Piplod,49.37,4,1,Sunny,8,37.95,78.06,1,0
SRT-B-0953,Vesu,Katargam,48.0,7,1,Cloudy,9,27.85,103.43,1,0
SRT-B-0954,Rander,Vesu,2.76,1,0,Foggy,3,43.58,3.8,0,1
SRT-B-0955,Piplod,Chikuwadi,16.11,1,1,Foggy,5,15.48,62.45,1,0
SRT-B-0956,Adajan,Vesu,27.6,4,1,Foggy,6,39.83,41.57,1,0
SRT-B-0957,Chikuwadi,Piplod,45.32,1,0,Rainy,9,59.64,45.6,0,1
SRT-B-0958,Pandesara,Godadara,17.14,3,0,Cloudy,2,49.7,20.69,0,1
SRT-B-0959,Udhna,Pandesara,22.64,8,0,Rainy,6,20.85,65.14,1,0
SRT-B-0960,Adajan,Udhna,45.79,4,0,Foggy,3,55.42,49.58,0,1
SRT-B-0961,Godadara,Godadara,20.14,6,1,Sunny,6,22.88,52.81,1,0
SRT-B-0962,Godadara,Godadara,49.45,4,1,Sunny,9,34.44,86.15,1,0
SRT-B-0963,Rander,Adajan,45.12,3,1,Rainy,9,17.74,152.58,1,0
SRT-B-0964,Vesu,Godadara,10.56,8,1,Cloudy,6,12.79,49.55,1,0
SRT-B-0965,Pandesara,Piplod,27.8,8,1,Cloudy,8,18.44,90.46,1,0
SRT-B-0966,Udhna,Udhna,48.39,7,1,Cloudy,5,24.46,118.71,1,0
SRT-B-0967,Godadara,Katargam,38.88,5,0,Sunny,7,54.84,42.54,0,1
SRT-B-0968,Chikuwadi,Vesu,30.0,9,0,Foggy,2,25.96,69.34,1,0
SRT-B-0969,Chikuwadi,Varachha,25.53,2,0,Rainy,2,49.65,30.85,0,1
SRT-B-0970,Varachha,Chikuwadi,16.31,5,0,Sunny,8,45.36,21.57,0,1
SRT-B-0971,Varachha,Piplod,24.74,7,0,Rainy,6,38.7,38.36,0,0
SRT-B-0972,Varachha,Piplod,7.55,9,0,Foggy,2,13.59,33.33,1,0
SRT-B-0973,Chikuwadi,Katargam,12.01,8,1,Sunny,9,12.7,56.76,1,0
SRT-B-0974,Godadara,Chikuwadi,9.97,9,0,Cloudy,8,12.84,46.6,1,0
SRT-B-0975,Piplod,Varachha,12.04,4,0,Rainy,3,54.58,13.24,0,1
SRT-B-0976,Varachha,Godadara,6.4,5,0,Cloudy,6,43.15,8.9,0,1
SRT-B-0977,Godadara,Varachha,41.68,6,0,Sunny,6,46.95,53.27,0,1
SRT-B-0978,Udhna,Adajan,15.79,9,0,Rainy,4,24.01,39.46,1,0
SRT-B-0979,Vesu,Chikuwadi,23.45,2,0,Sunny,3,54.63,25.75,0,1
SRT-B-0980,Pandesara,Udhna,11.89,1,0,Sunny,9,52.86,13.49,0,1
SRT-B-0981,Varachha,Varachha,10.41,9,0,Rainy,6,31.63,19.75,1,0
SRT-B-0982,Varachha,Godadara,16.76,8,1,Sunny,1,11.84,84.92,1,0
SRT-B-0983,Katargam,Vesu,41.49,7,1,Cloudy,4,41.38,60.16,1,1
SRT-B-0984,Vesu,Godadara,10.03,1,1,Sunny,6,24.68,24.39,1,0
SRT-B-0985,Godadara,Vesu,44.64,5,1,Sunny,6,16.15,165.89,1,0
SRT-B-0986,Piplod,Varachha,21.35,8,1,Foggy,4,16.41,78.07,1,0
SRT-B-0987,Godadara,Rander,14.94,8,1,Cloudy,7,18.35,48.84,1,0
SRT-B-0988,Chikuwadi,Pandesara,4.38,1,1,Sunny,6,16.39,16.03,1,0
SRT-B-0989,Vesu,Pandesara,46.75,6,0,Sunny,3,47.67,58.85,0,1
SRT-B-0990,Rander,Godadara,44.19,7,0,Foggy,3,48.4,54.78,0,1
SRT-B-0991,Godadara,Piplod,34.71,1,1,Cloudy,7,20.23,102.93,1,0
SRT-B-0992,Rander,Katargam,43.86,2,1,Rainy,3,40.97,64.23,1,1
SRT-B-0993,Adajan,Pandesara,6.76,4,0,Cloudy,8,50.56,8.02,0,1
SRT-B-0994,Vesu,Chikuwadi,14.1,2,0,Foggy,2,21.29,39.74,0,0
SRT-B-0995,Pandesara,Adajan,49.08,1,1,Cloudy,2,17.86,164.88,1,0
SRT-B-0996,Pandesara,Adajan,48.2,8,0,Sunny,6,14.46,200.04,1,0
SRT-B-0997,Pandesara,Udhna,47.27,5,1,Foggy,3,24.03,118.0,1,0
SRT-B-0998,Rander,Katargam,17.13,1,0,Rainy,5,44.49,23.1,0,1
SRT-B-0999,Adajan,Rander,16.98,7,1,Rainy,7,32.63,31.23,1,0
SRT-B-1000,Varachha,Rander,10.1,3,0,Cloudy,4,30.86,19.64,0,0
SRT-B-1001,Godadara,Katargam,19.42,2,1,Cloudy,9,16.81,69.33,1,0
SRT-B-1002,Udhna,Vesu,35.24,3,1,Foggy,1,16.32,129.57,1,0
SRT-B-1003,Vesu,Piplod,39.11,7,1,Cloudy,3,18.85,124.5,1,0
SRT-B-1004,Godadara,Vesu,21.66,1,1,Rainy,8,26.12,49.76,1,0
SRT-B-1005,Pandesara,Pandesara,25.0,5,0,Foggy,1,43.32,34.62,0,1
SRT-B-1006,Piplod,Rander,45.15,3,0,Sunny,3,46.33,58.47,0,1
SRT-B-1007,Rander,Godadara,2.76,1,1,Foggy,4,39.94,4.15,1,0
SRT-B-1008,Godadara,Chikuwadi,42.47,4,0,Cloudy,6,52.34,48.68,0,1
SRT-B-1009,Varachha,Vesu,8.29,8,0,Sunny,6,17.47,28.47,1,0
SRT-B-1010,Piplod,Pandesara,24.31,3,1,Sunny,9,25.65,56.87,1,0
SRT-B-1011,Piplod,Varachha,47.24,3,1,Cloudy,6,33.36,84.97,1,0
SRT-B-1012,Adajan,Pandesara,11.92,4,1,Foggy,1,25.16,28.43,1,0
SRT-B-1013,Katargam,Udhna,35.06,2,1,Rainy,8,36.21,58.09,1,0
SRT-B-1014,Piplod,Piplod,2.45,7,0,Rainy,9,39.78,3.7,0,0
SRT-B-1015,Adajan,Chikuwadi,38.82,4,1,Rainy,3,25.21,92.37,1,0
SRT-B-1016,Adajan,Varachha,20.68,7,0,Sunny,6,39.87,31.12,0,0
SRT-B-1017,Rander,Udhna,18.55,6,1,Sunny,3,29.69,37.49,1,0
SRT-B-1018,Udhna,Katargam,23.78,4,0,Sunny,7,52.35,27.26,0,1
SRT-B-1019,Adajan,Godadara,36.03,3,1,Foggy,1,30.73,70.34,1,0
SRT-B-1020,Godadara,Piplod,9.26,6,1,Foggy,7,27.71,20.05,1,0
SRT-B-1021,Katargam,Pandesara,19.19,1,0,Sunny,6,50.71,22.71,0,1
SRT-B-1022,Katargam,Chikuwadi,7.48,2,1,Rainy,6,21.48,20.89,1,0
SRT-B-1023,Varachha,Godadara,4.22,8,1,Rainy,2,15.99,15.83,1,0
SRT-B-1024,Piplod,Pandesara,31.24,9,1,Foggy,4,21.02,89.17,1,0
SRT-B-1025,Pandesara,Adajan,5.28,8,1,Foggy,9,8.82,35.94,1,0
SRT-B-1026,Vesu,Pandesara,18.77,9,1,Rainy,9,8.77,128.47,1,0
SRT-B-1027,Udhna,Varachha,43.83,7,0,Foggy,3,38.68,68.0,0,0
SRT-B-1028,Udhna,Katargam,43.03,4,0,Cloudy,6,22.75,113.51,0,0
SRT-B-1029,Piplod,Piplod,41.61,3,1,Rainy,6,34.2,73.0,1,0
SRT-B-1030,Godadara,Pandesara,34.83,1,0,Cloudy,7,54.35,38.45,0,1
SRT-B-1031,Varachha,Pandesara,23.26,7,0,Sunny,7,35.91,38.87,0,0
SRT-B-1032,Katargam,Pandesara,7.68,5,1,Foggy,3,20.89,22.06,1,0
SRT-B-1033,Katargam,Pandesara,32.51,5,1,Sunny,4,41.17,47.38,1,1
SRT-B-1034,Varachha,Vesu,29.54,1,0,Cloudy,9,33.08,53.58,0,0
SRT-B-1035,Adajan,Chikuwadi,9.81,1,0,Rainy,1,29.28,20.1,0,0
SRT-B-1036,Godadara,Godadara,20.62,6,0,Sunny,2,39.66,31.19,0,0
SRT-B-1037,Godadara,Katargam,41.18,2,0,Foggy,5,32.23,76.67,0,0
SRT-B-1038,Vesu,Chikuwadi,21.9,8,0,Foggy,7,25.46,51.61,1,0
SRT-B-1039,Pandesara,Varachha,19.26,2,0,Rainy,7,51.25,22.55,0,1
SRT-B-1040,Udhna,Godadara,34.07,5,0,Foggy,7,50.24,40.69,0,1
SRT-B-1041,Adajan,Adajan,21.11,8,1,Sunny,8,24.82,51.04,1,0
SRT-B-1042,Chikuwadi,Varachha,7.27,1,1,Cloudy,9,26.18,16.66,1,0
SRT-B-1043,Rander,Vesu,32.62,8,0,Foggy,5,21.76,89.95,1,0
SRT-B-1044,Varachha,Varachha,15.13,1,1,Foggy,8,36.28,25.02,1,0
SRT-B-1045,Vesu,Vesu,5.88,8,1,Rainy,4,24.69,14.29,1,0
SRT-B-1046,Chikuwadi,Chikuwadi,45.68,1,0,Sunny,3,21.67,126.5,0,0
SRT-B-1047,Varachha,Rander,37.39,8,1,Sunny,6,17.79,126.09,1,0
